"Subject"	"Stimuli"	"Trustworthy"	"Face_trust"	"RT"
14149	7	0.5	3.88172043	7.55099259871349
14149	9	-0.5	4.010869565	5.99231366675667
14149	15	0.5	3.494505495	1.4236372376472
14149	14	0.5	3.321428571	6.09778100455878
14149	17	-0.5	3.95505618	5.76670685794306
14149	5	-0.5	3.776595745	1.75480110284116
14149	59	0.5	3.259259259	1.97226371568468
14149	13	-0.5	4.163043478	5.78861474509904
14149	16	0.5	3.359550562	1.78565370084107
14149	52	-0.5	3.4	2.51298337127446
14149	31	-0.5	3.29787234	1.61443158147085
14149	55	0.5	3.083333333	2.74986194594749
14149	40	-0.5	3.563218391	3.32114749734683
14149	39	0.5	3.75	1.26552462526888
14149	24	0.5	2.806451613	1.02189927947256
14149	38	-0.5	3.390804598	1.5512385799193
14149	22	0.5	3.313953488	2.11674075898554
14149	44	0.5	3.125	1.90403389309722
14149	47	-0.5	3.269230769	3.24637285320932
14149	33	0.5	3.739130435	2.55277968691735
14149	36	0.5	3.701149425	1.32701860187444
14149	12	-0.5	3.056818182	1.24738524960412
14149	35	0.5	3.090909091	4.44282873749034
14149	46	-0.5	3.541666667	2.40299269406023
14149	42	-0.5	3.582417582	1.48751190178155
14149	30	0.5	3.780487805	2.39275153316339
14149	18	-0.5	3.209302326	1.77399856185366
14149	58	-0.5	3.258064516	4.02736549165274
14149	53	0.5	3.15	1.56282220889261
14149	10	-0.5	3.510869565	3.44810193884769
14149	20	0.5	3.80952381	2.33636025950182
14149	57	-0.5	2.896551724	3.55684251508501
14149	37	-0.5	3.071428571	2.65424180183982
14149	41	0.5	3.896551724	0.862395532476512
14149	32	-0.5	3.488636364	1.34177614982036
14149	51	0.5	4.214285714	1.31732833292699
14149	28	-0.5	3.068181818	2.14858853800251
14149	21	0.5	3.731707317	1.30297402200085
14149	48	-0.5	3.130434783	1.03920999974798
14149	19	0.5	3.315217391	2.21262078901782
14149	61	0.5	3.592592593	1.7020949123289
14149	2	-0.5	3.215053763	2.15751139856366
14149	45	-0.5	3.346153846	0.934874903825403
14149	60	0.5	3.266666667	0.93440545383055
14149	11	0.5	3.112359551	1.75768335365865
14149	63	-0.5	3	2.02998454589397
14149	64	-0.5	2.827586207	0.681240804671688
14149	54	0.5	3.703703704	1.101826286289
14149	25	-0.5	3.387096774	0.82034135437425
14149	43	0.5	3	0.843089484187658
14149	3	-0.5	4.054945055	0.566367582658131
14149	62	-0.5	2.825581395	1.05599730645554
14149	8	0.5	3.430232558	0.76552296994123
14149	49	-0.5	3.285714286	2.95469642012904
14149	27	0.5	3.540229885	1.70098981777119
14149	34	0.5	3.174418605	2.31932068135575
14189	29	-0.5	3.370786517	2.12508450403038
14189	53	0.5	3.15	1.49864859764421
14189	21	-0.5	3.731707317	1.5091744394922
14189	13	-0.5	4.163043478	1.86070259679764
14189	24	0.5	2.806451613	1.40218786810146
14189	63	0.5	3	1.58372834759939
14189	22	-0.5	3.313953488	2.38398896100989
14189	30	0.5	3.780487805	0.965250221313909
14189	26	0.5	3.081395349	2.13471614260561
14189	46	-0.5	3.541666667	1.58407464031552
14189	33	0.5	3.739130435	1.22561168999528
14189	58	-0.5	3.258064516	1.36396456823059
14189	6	0.5	3.56043956	1.23141060318085
14189	34	-0.5	3.174418605	2.10497734530509
14189	39	-0.5	3.75	2.75322108505497
14189	43	0.5	3	0.930461046042183
14189	54	0.5	3.703703704	1.1214550518016
14189	42	-0.5	3.582417582	0.729572537067725
14189	4	0.5	3.578313253	1.74313290953069
14189	44	0.5	3.125	2.89839155972732
14189	62	-0.5	2.825581395	0.968697588465147
14189	32	0.5	3.488636364	0.882259814883582
14189	14	0.5	3.321428571	1.41081075533293
14189	57	-0.5	2.896551724	0.917898499817966
14189	20	0.5	3.80952381	1.24341265842304
14189	7	-0.5	3.88172043	1.26199891013675
14189	1	-0.5	3.302083333	1.45132534763252
14189	60	0.5	3.266666667	1.41459117264822
14189	10	0.5	3.510869565	1.18004009844299
14189	38	-0.5	3.390804598	1.75311547570891
14189	12	-0.5	3.056818182	1.06077569568151
14189	55	0.5	3.083333333	1.73020619314411
14189	15	-0.5	3.494505495	5.21268762212276
14189	31	0.5	3.29787234	2.73877710336455
14189	9	-0.5	4.010869565	1.10930832168378
14189	3	0.5	4.054945055	2.97461601567556
14189	28	-0.5	3.068181818	0.898067448284564
14189	49	-0.5	3.285714286	1.29566379281459
14189	61	0.5	3.592592593	1.09591944026397
14189	8	-0.5	3.430232558	2.07344749295225
14189	19	-0.5	3.315217391	1.25986553513576
14189	35	0.5	3.090909091	0.337267584949586
14189	37	-0.5	3.071428571	1.20998283103472
14189	48	-0.5	3.130434783	0.4383688355083
14189	17	0.5	3.95505618	1.6310572256989
14189	64	-0.5	2.827586207	1.00966275856626
14189	27	0.5	3.540229885	1.98701269894445
14189	18	-0.5	3.209302326	0.925430200826668
14189	59	0.5	3.259259259	1.9688541816322
14189	5	-0.5	3.776595745	0.851035203337233
14189	2	0.5	3.215053763	1.19740108311089
14189	16	-0.5	3.359550562	1.22062553839351
14189	51	0.5	4.214285714	2.91613856476033
14189	45	-0.5	3.346153846	0.490533231190057
14189	56	0.5	3.333333333	2.7627832002363
14189	40	-0.5	3.563218391	1.24223969944796
14189	23	0.5	3.436170213	1.78080035331004
14189	52	-0.5	3.4	1.41847223335208
14189	50	0.5	3.392857143	0.873388298750797
14189	41	0.5	3.896551724	0.840763618474739
14206	10	-0.5	3.510869565	5.64694049704849
14206	16	0.5	3.359550562	4.5879467223931
14206	62	0.5	2.825581395	2.04416637201939
14206	35	-0.5	3.090909091	1.27849011903891
14206	27	0.5	3.540229885	1.49074375710916
14206	26	-0.5	3.081395349	1.31009986241042
14206	30	0.5	3.780487805	1.03738252162657
14206	32	-0.5	3.488636364	2.04067628608755
14206	59	-0.5	3.259259259	2.20191415090449
14206	18	0.5	3.209302326	0.897430141998484
14206	53	-0.5	3.15	2.15860424372295
14206	17	0.5	3.95505618	2.75178973672155
14206	14	0.5	3.321428571	2.49810399144917
14206	38	-0.5	3.390804598	1.18734663419673
14206	5	0.5	3.776595745	0.688679170325486
14206	43	0.5	3	3.09096139916073
14206	56	-0.5	3.333333333	1.89438831791267
14206	4	0.5	3.578313253	2.31873436546084
14206	48	-0.5	3.130434783	2.37800855207024
14206	29	-0.5	3.370786517	1.6674509593613
14206	20	0.5	3.80952381	1.09171655814134
14206	46	-0.5	3.541666667	1.96910734315315
14206	51	-0.5	4.214285714	4.74236630607265
14206	19	0.5	3.315217391	1.99342174089907
14206	25	-0.5	3.387096774	1.71271547357173
14206	11	-0.5	3.112359551	1.1770574688926
14206	6	0.5	3.56043956	0.969373519314104
14206	9	-0.5	4.010869565	0.896835218416527
14206	42	-0.5	3.582417582	3.8379791667503
14206	12	0.5	3.056818182	0.994460622481711
14206	7	-0.5	3.88172043	1.49979738829279
14206	63	0.5	3	1.12508028323282
14206	45	0.5	3.346153846	1.00839646740496
14206	57	-0.5	2.896551724	2.35367760107692
14206	36	-0.5	3.701149425	1.9049433283144
14206	8	0.5	3.430232558	0.88226571532141
14206	23	-0.5	3.436170213	1.38962992243978
14206	55	0.5	3.083333333	2.64295679338466
14206	21	0.5	3.731707317	1.00823954265434
14206	54	-0.5	3.703703704	1.40556573028516
14206	22	-0.5	3.313953488	3.58475161526803
14206	58	0.5	3.258064516	0.964031787523709
14206	28	0.5	3.068181818	1.40122182803316
14206	3	-0.5	4.054945055	2.47946040397801
14206	31	0.5	3.29787234	0.989833328698296
14206	41	-0.5	3.896551724	1.39319516009709
14206	39	0.5	3.75	0.883476419574436
14206	49	0.5	3.285714286	0.736841495407134
14206	52	-0.5	3.4	1.43423627967786
14206	40	0.5	3.563218391	0.621637208510947
14206	24	0.5	2.806451613	0.986816334476316
14206	64	-0.5	2.827586207	2.9280377519899
14206	1	0.5	3.302083333	3.04148673290547
14206	50	0.5	3.392857143	0.866562977145804
14206	61	-0.5	3.592592593	0.335953711830371
14206	44	0.5	3.125	0.359378538254532
14206	13	-0.5	4.163043478	1.44976024281641
14206	60	0.5	3.266666667	1.05901396961417
14206	2	-0.5	3.215053763	0.758352104712685
14206	15	-0.5	3.494505495	2.603637211163
14218	34	-0.5	3.174418605	12.7065384651041
14218	63	0.5	3	1.36848414662745
14218	5	0.5	3.776595745	5.24070038761056
14218	21	-0.5	3.731707317	1.54687084099714
14218	31	-0.5	3.29787234	6.78520676325752
14218	6	0.5	3.56043956	4.59237670150833
14218	35	0.5	3.090909091	4.20548865837918
14218	61	-0.5	3.592592593	3.39366692754629
14218	45	0.5	3.346153846	2.56623151499298
14218	54	-0.5	3.703703704	3.16326696144642
14218	29	-0.5	3.370786517	1.24760673200581
14218	19	0.5	3.315217391	1.83191703778994
14218	49	-0.5	3.285714286	2.01023122895276
14218	47	0.5	3.269230769	5.93251110060555
14218	18	-0.5	3.209302326	1.52369067151903
14218	62	0.5	2.825581395	1.51332867193923
14218	33	-0.5	3.739130435	1.96670977131362
14218	51	0.5	4.214285714	1.0131022235646
14218	16	-0.5	3.359550562	0.822384355727991
14218	57	0.5	2.896551724	2.09189400891773
14218	64	0.5	2.827586207	1.59919994861866
14218	17	-0.5	3.95505618	2.31768422767254
14218	55	-0.5	3.083333333	1.73297234019174
14218	53	0.5	3.15	1.77543935619815
14218	10	0.5	3.510869565	2.57586815142622
14218	9	-0.5	4.010869565	1.23511432994474
14218	27	0.5	3.540229885	1.10254833878298
14218	13	-0.5	4.163043478	2.07011788558157
14218	50	-0.5	3.392857143	1.68231312380885
14218	2	0.5	3.215053763	0.751670553368058
14218	43	0.5	3	1.66217610267722
14218	20	-0.5	3.80952381	0.879471196692975
14218	22	0.5	3.313953488	2.12803801684186
14218	38	-0.5	3.390804598	4.7574797487614
14218	7	0.5	3.88172043	1.97083715713325
14218	11	-0.5	3.112359551	1.27515232294991
14218	25	0.5	3.387096774	1.30763376014238
14218	60	-0.5	3.266666667	0.797036704499988
14218	14	0.5	3.321428571	1.28753381827755
14218	8	-0.5	3.430232558	1.09476996950252
14218	30	-0.5	3.780487805	3.55430722025994
14218	1	0.5	3.302083333	1.38384489478085
14218	26	-0.5	3.081395349	1.12212453601296
14218	56	-0.5	3.333333333	2.04161088223464
14218	59	0.5	3.259259259	1.72919522101256
14218	4	0.5	3.578313253	3.18633423780284
14218	32	-0.5	3.488636364	2.03559311596928
14218	28	0.5	3.068181818	1.59912115517818
14218	36	-0.5	3.701149425	0.563334366255731
14218	58	0.5	3.258064516	2.407651107942
14218	48	0.5	3.130434783	1.27825473191024
14218	52	-0.5	3.4	2.03464362190243
14218	39	-0.5	3.75	3.16591117661847
14218	37	0.5	3.071428571	1.19012824129004
14218	44	0.5	3.125	1.17052257928663
14218	15	-0.5	3.494505495	0.782828062117915
14218	40	-0.5	3.563218391	1.25542251161733
14218	41	0.5	3.896551724	0.837977180360213
14218	23	0.5	3.436170213	3.15119269432489
14218	42	-0.5	3.582417582	1.57668786806153
14284	63	0.5	3	4.66344051882334
14284	16	-0.5	3.359550562	15.240529881044
14284	17	-0.5	3.95505618	5.70121968782269
14284	3	0.5	4.054945055	2.48041484151645
14284	7	0.5	3.88172043	7.1606640165769
14284	35	-0.5	3.090909091	4.54363659056844
14284	58	-0.5	3.258064516	4.1349579063517
14284	47	0.5	3.269230769	1.3021515781852
14284	62	0.5	2.825581395	4.1286364929033
14284	64	-0.5	2.827586207	10.2418577950139
14284	42	0.5	3.582417582	1.92177557095147
14284	29	-0.5	3.370786517	1.0810590337378
14284	48	0.5	3.130434783	14.2443778850511
14284	49	-0.5	3.285714286	1.48414995131679
14284	36	-0.5	3.701149425	2.37354408684314
14284	38	0.5	3.390804598	2.28484764413633
14284	13	-0.5	4.163043478	1.99932760077945
14284	32	0.5	3.488636364	0.958804539737685
14284	22	0.5	3.313953488	10.3579395251227
14284	46	-0.5	3.541666667	2.98128637817172
14284	34	-0.5	3.174418605	2.05934295571615
14284	55	0.5	3.083333333	1.11969467579684
14284	45	-0.5	3.346153846	2.69514392687097
14284	61	0.5	3.592592593	5.6124682878185
14284	31	0.5	3.29787234	2.44161995572267
14284	15	-0.5	3.494505495	2.12004097298268
14284	6	0.5	3.56043956	3.010546503971
14284	25	0.5	3.387096774	7.62470356993981
14284	12	-0.5	3.056818182	12.7456659053205
14284	24	-0.5	2.806451613	1.01867223832096
14284	60	0.5	3.266666667	4.99927661629908
14284	27	-0.5	3.540229885	1.77236886146011
14284	5	0.5	3.776595745	1.70690677487755
14284	59	-0.5	3.259259259	2.47235068582404
14284	52	0.5	3.4	3.51275125168559
14284	37	-0.5	3.071428571	5.27593165033795
14284	21	0.5	3.731707317	6.62229802944967
14284	57	-0.5	2.896551724	1.34552480411548
14284	8	-0.5	3.430232558	1.15181688493431
14284	33	0.5	3.739130435	2.25113531512898
14284	44	-0.5	3.125	3.67457003363961
14284	19	0.5	3.315217391	3.35788092607709
14284	26	0.5	3.081395349	1.42413260997182
14284	40	-0.5	3.563218391	1.91553295170024
14284	2	0.5	3.215053763	2.52489184834303
14284	14	-0.5	3.321428571	6.32907966060247
14284	50	0.5	3.392857143	1.11639028553645
14284	9	-0.5	4.010869565	4.95781166663937
14284	43	0.5	3	1.28302445235568
14284	39	0.5	3.75	1.33457505925298
14284	23	-0.5	3.436170213	3.01285669686149
14284	56	0.5	3.333333333	0.882317224775761
14284	51	-0.5	4.214285714	2.53662589342866
14284	30	0.5	3.780487805	1.9341912851628
14284	54	-0.5	3.703703704	0.968405844410427
14284	41	0.5	3.896551724	7.21379216275818
14284	1	-0.5	3.302083333	1.99687604182964
14284	11	0.5	3.112359551	0.971440083137622
14284	28	-0.5	3.068181818	0.811992079527499
14284	20	-0.5	3.80952381	1.48542025944471
14293	2	-0.5	3.215053763	8.43506768245425
14293	63	0.5	3	3.02808504073437
14293	11	0.5	3.112359551	7.65339921922168
14293	39	-0.5	3.75	2.71077801055253
14293	18	-0.5	3.209302326	8.63267270878168
14293	64	0.5	2.827586207	5.36594973938736
14293	14	-0.5	3.321428571	3.77225568898211
14293	35	-0.5	3.090909091	2.98646251575701
14293	37	0.5	3.071428571	5.13349109573755
14293	28	0.5	3.068181818	1.29584556058217
14293	49	-0.5	3.285714286	3.4230726192618
14293	15	-0.5	3.494505495	2.05054201582607
14293	24	0.5	2.806451613	3.58492618626406
14293	62	-0.5	2.825581395	3.39811016177009
14293	7	0.5	3.88172043	3.55024008665896
14293	10	-0.5	3.510869565	1.58838910194572
14293	4	-0.5	3.578313253	1.78417229031766
14293	23	0.5	3.436170213	2.81830617736341
14293	32	-0.5	3.488636364	0.838870136027253
14293	43	-0.5	3	4.43301840443564
14293	58	0.5	3.258064516	0.91253588719519
14293	26	0.5	3.081395349	1.01091348140289
14293	47	-0.5	3.269230769	4.03002208850194
14293	21	0.5	3.731707317	3.9031621783397
14293	33	-0.5	3.739130435	4.83925549299238
14293	59	0.5	3.259259259	0.468627506807024
14293	27	-0.5	3.540229885	1.96791605309591
14293	1	-0.5	3.302083333	2.6821977000418
14293	61	0.5	3.592592593	2.04452892428344
14293	56	0.5	3.333333333	1.67382148305478
14293	41	-0.5	3.896551724	13.8425287097543
14293	57	-0.5	2.896551724	3.22846106173165
14293	20	0.5	3.80952381	0.845759881558479
14293	46	0.5	3.541666667	0.829997987138995
14293	44	-0.5	3.125	2.65835125485864
14293	29	0.5	3.370786517	1.23264370769175
14293	13	-0.5	4.163043478	3.25485900702552
14293	51	0.5	4.214285714	0.397125250283352
14293	19	0.5	3.315217391	2.33246208670062
14293	16	-0.5	3.359550562	5.18062482122696
14293	40	-0.5	3.563218391	2.07707735213444
14293	5	0.5	3.776595745	1.76434660144332
14293	55	0.5	3.083333333	3.39766852414868
14293	22	-0.5	3.313953488	4.55774262922023
14293	50	0.5	3.392857143	1.31122143591165
14293	48	0.5	3.130434783	1.17151993527114
14293	53	-0.5	3.15	1.35079203436726
14293	60	-0.5	3.266666667	1.26813859343383
14293	17	0.5	3.95505618	0.649496321231709
14293	6	-0.5	3.56043956	1.10881103471729
14293	9	0.5	4.010869565	1.05821969054887
14293	36	0.5	3.701149425	1.17753335787711
14293	31	-0.5	3.29787234	15.8882289338198
14293	42	0.5	3.582417582	0.750178442785909
14293	30	0.5	3.780487805	0.917481963704631
14293	34	-0.5	3.174418605	2.04792827593155
14293	52	0.5	3.4	1.17842292330897
14293	38	-0.5	3.390804598	1.85268670611185
14293	3	-0.5	4.054945055	1.06807277817279
14293	45	0.5	3.346153846	0.775258758594646
14463	1	0.5	3.302083333	2.91597606533469
14463	18	-0.5	3.209302326	2.38923065819472
14463	24	0.5	2.806451613	1.73943075380885
14463	4	-0.5	3.578313253	2.0977505465853
14463	33	0.5	3.739130435	3.46906596004192
14463	53	0.5	3.15	3.61319041924435
14463	2	-0.5	3.215053763	5.02358771034415
14463	7	0.5	3.88172043	7.17470128016066
14463	14	-0.5	3.321428571	2.75812532527198
14463	22	0.5	3.313953488	0.87756989110494
14463	59	-0.5	3.259259259	5.60477110836655
14463	40	0.5	3.563218391	3.18316362947735
14463	50	-0.5	3.392857143	3.15422624178973
14463	58	0.5	3.258064516	7.38553961588696
14463	54	-0.5	3.703703704	3.27683810530289
14463	28	-0.5	3.068181818	5.26801886804969
14463	16	0.5	3.359550562	2.73921258205519
14463	27	-0.5	3.540229885	3.97451263939729
14463	12	0.5	3.056818182	2.60995326688135
14463	43	0.5	3	1.58612752089175
14463	29	-0.5	3.370786517	5.94233180911033
14463	38	0.5	3.390804598	5.59347219518531
14463	3	0.5	4.054945055	2.0926895578159
14463	32	-0.5	3.488636364	2.13427395485996
14463	62	-0.5	2.825581395	1.03751428545002
14463	47	0.5	3.269230769	2.0598975817702
14463	55	-0.5	3.083333333	5.36000292661629
14463	5	0.5	3.776595745	1.41321961917129
14463	35	0.5	3.090909091	1.20951970431997
14463	23	-0.5	3.436170213	1.03079764122958
14463	46	-0.5	3.541666667	0.73135078442283
14463	64	0.5	2.827586207	3.05673955391103
14463	51	-0.5	4.214285714	2.96731793749132
14463	10	-0.5	3.510869565	1.25874209913673
14463	60	0.5	3.266666667	0.910091718211334
14463	8	-0.5	3.430232558	0.594528954272391
14463	26	0.5	3.081395349	0.627988357111462
14463	41	-0.5	3.896551724	0.569335910342488
14463	15	0.5	3.494505495	0.634907281972119
14463	21	0.5	3.731707317	0.652448423403257
14463	52	-0.5	3.4	0.96765562366636
14463	36	0.5	3.701149425	1.17913556312124
14463	11	0.5	3.112359551	0.572522740847489
14463	42	-0.5	3.582417582	1.82084026914163
14463	57	0.5	2.896551724	2.25338977327556
14463	9	-0.5	4.010869565	3.57763107189749
14463	19	-0.5	3.315217391	1.45703572454659
14463	17	0.5	3.95505618	1.39159214396568
14463	20	-0.5	3.80952381	1.03188585148018
14463	13	0.5	4.163043478	1.12849919021392
14463	45	-0.5	3.346153846	0.816755590691173
14463	31	0.5	3.29787234	3.316289120281
14463	34	0.5	3.174418605	1.42361042139237
14463	56	-0.5	3.333333333	1.66412541267346
14463	44	0.5	3.125	0.903706138869893
14463	30	-0.5	3.780487805	1.49696082443188
14463	37	-0.5	3.071428571	1.79344862336438
14463	6	0.5	3.56043956	0.64408969739452
14463	25	-0.5	3.387096774	2.36434649779403
14463	61	-0.5	3.592592593	5.44363786005124
14508	13	0.5	4.163043478	5.45558963316671
14508	52	-0.5	3.4	3.69669226460246
14508	12	-0.5	3.056818182	1.02832756618318
14508	43	0.5	3	1.02774058815703
14508	33	-0.5	3.739130435	2.10310187925643
14508	58	-0.5	3.258064516	2.17631224185243
14508	21	0.5	3.731707317	0.951752922308515
14508	8	0.5	3.430232558	2.08911869205622
14508	19	-0.5	3.315217391	0.946803171336796
14508	34	-0.5	3.174418605	1.05308261128084
14508	16	0.5	3.359550562	0.756604744292417
14508	42	-0.5	3.582417582	1.08804571079054
14508	57	0.5	2.896551724	1.11645836064599
14508	64	-0.5	2.827586207	0.593837028680355
14508	48	0.5	3.130434783	0.946214869050891
14508	38	-0.5	3.390804598	0.926747923229414
14508	49	-0.5	3.285714286	0.91230687330426
14508	29	0.5	3.370786517	0.717811224159959
14508	22	0.5	3.313953488	0.958190147774076
14508	15	-0.5	3.494505495	0.860482970685553
14508	31	0.5	3.29787234	0.832139513388029
14508	46	0.5	3.541666667	0.746940298409754
14508	55	-0.5	3.083333333	0.662805125943123
14508	40	0.5	3.563218391	0.636426207624027
14508	25	-0.5	3.387096774	1.10476051429032
14508	27	0.5	3.540229885	0.708288142977835
14508	60	-0.5	3.266666667	1.11568532415913
14508	5	0.5	3.776595745	0.732153285685854
14508	4	0.5	3.578313253	2.18251639764458
14508	9	-0.5	4.010869565	0.867825327522951
14508	61	-0.5	3.592592593	0.675401813441567
14508	14	0.5	3.321428571	1.0270602498349
14508	56	-0.5	3.333333333	0.793213898366957
14508	6	-0.5	3.56043956	0.951796953937446
14508	35	0.5	3.090909091	0.881435735673222
14508	26	-0.5	3.081395349	1.24871281975902
14508	1	-0.5	3.302083333	1.25029464773979
14508	10	0.5	3.510869565	1.33984604158832
14508	23	-0.5	3.436170213	1.06716975285417
14508	32	0.5	3.488636364	0.710656581106377
14508	18	-0.5	3.209302326	6.58394249270714
14508	51	-0.5	4.214285714	0.929332877787601
14508	30	0.5	3.780487805	0.588755844950356
14508	2	0.5	3.215053763	0.798186161751801
14508	24	-0.5	2.806451613	0.851496876734018
14508	7	0.5	3.88172043	0.636977430644038
14508	62	-0.5	2.825581395	0.608569084632109
14508	45	0.5	3.346153846	0.519060729217017
14508	63	0.5	3	1.66931452355129
14508	36	-0.5	3.701149425	0.718698478027363
14508	20	-0.5	3.80952381	0.743171124786386
14508	44	0.5	3.125	0.414847134103184
14508	17	-0.5	3.95505618	0.657132991409526
14508	39	0.5	3.75	0.774800732051517
14508	59	-0.5	3.259259259	0.686180292634162
14508	47	0.5	3.269230769	0.629656261959099
14508	3	0.5	4.054945055	0.66502127422973
14508	41	-0.5	3.896551724	0.608346940098272
14508	11	0.5	3.112359551	0.775962438703573
