"Subject"	"Stimuli"	"Trustworthy"	"Face_trust"	"RT"	"Trust"
14218	19	0.5	3.315217391	1.83191703778994	1
14218	49	-0.5	3.285714286	2.01023122895276	0
14218	47	0.5	3.269230769	5.93251110060555	1
14218	18	-0.5	3.209302326	1.52369067151903	0
14218	62	0.5	2.825581395	1.51332867193923	0
14218	33	-0.5	3.739130435	1.96670977131362	1
14218	51	0.5	4.214285714	1.0131022235646	1
14218	16	-0.5	3.359550562	0.822384355727991	0
14218	57	0.5	2.896551724	2.09189400891773	1
14218	64	0.5	2.827586207	1.59919994861866	0
14218	17	-0.5	3.95505618	2.31768422767254	1
14218	55	-0.5	3.083333333	1.73297234019174	0
14218	53	0.5	3.15	1.77543935619815	0
14218	10	0.5	3.510869565	2.57586815142622	1
14218	9	-0.5	4.010869565	1.23511432994474	1
14218	27	0.5	3.540229885	1.10254833878298	0
14218	13	-0.5	4.163043478	2.07011788558157	1
14218	50	-0.5	3.392857143	1.68231312380885	1
14218	2	0.5	3.215053763	0.751670553368058	0
14218	43	0.5	3	1.66217610267722	1
14218	20	-0.5	3.80952381	0.879471196692975	0
14218	22	0.5	3.313953488	2.12803801684186	0
14218	38	-0.5	3.390804598	4.7574797487614	0
14218	7	0.5	3.88172043	1.97083715713325	1
14218	11	-0.5	3.112359551	1.27515232294991	0
14218	25	0.5	3.387096774	1.30763376014238	1
14218	60	-0.5	3.266666667	0.797036704499988	0
14218	14	0.5	3.321428571	1.28753381827755	1
14218	8	-0.5	3.430232558	1.09476996950252	0
14218	30	-0.5	3.780487805	3.55430722025994	0
14218	1	0.5	3.302083333	1.38384489478085	1
14218	26	-0.5	3.081395349	1.12212453601296	0
14218	56	-0.5	3.333333333	2.04161088223464	0
14218	59	0.5	3.259259259	1.72919522101256	1
14218	4	0.5	3.578313253	3.18633423780284	1
14218	32	-0.5	3.488636364	2.03559311596928	0
14218	28	0.5	3.068181818	1.59912115517818	1
14218	36	-0.5	3.701149425	0.563334366255731	0
14218	58	0.5	3.258064516	2.407651107942	1
14218	48	0.5	3.130434783	1.27825473191024	0
14218	52	-0.5	3.4	2.03464362190243	1
14218	39	-0.5	3.75	3.16591117661847	1
14218	37	0.5	3.071428571	1.19012824129004	1
14218	44	0.5	3.125	1.17052257928663	1
14218	15	-0.5	3.494505495	0.782828062117915	0
14218	40	-0.5	3.563218391	1.25542251161733	0
14218	41	0.5	3.896551724	0.837977180360213	1
14218	23	0.5	3.436170213	3.15119269432489	0
14218	42	-0.5	3.582417582	1.57668786806153	1
14284	63	0.5	3	4.66344051882334	0
14284	16	-0.5	3.359550562	15.240529881044	1
14284	17	-0.5	3.95505618	5.70121968782269	0
14284	3	0.5	4.054945055	2.48041484151645	1
14284	7	0.5	3.88172043	7.1606640165769	1
14284	35	-0.5	3.090909091	4.54363659056844	0
14284	58	-0.5	3.258064516	4.1349579063517	1
14284	47	0.5	3.269230769	1.3021515781852	0
14284	62	0.5	2.825581395	4.1286364929033	0
14284	64	-0.5	2.827586207	10.2418577950139	1
14284	42	0.5	3.582417582	1.92177557095147	1
14284	29	-0.5	3.370786517	1.0810590337378	0
14284	48	0.5	3.130434783	14.2443778850511	1
14284	49	-0.5	3.285714286	1.48414995131679	0
14284	36	-0.5	3.701149425	2.37354408684314	1
14284	38	0.5	3.390804598	2.28484764413633	0
14284	13	-0.5	4.163043478	1.99932760077945	0
14284	32	0.5	3.488636364	0.958804539737685	1
14284	22	0.5	3.313953488	10.3579395251227	0
14284	46	-0.5	3.541666667	2.98128637817172	1
14284	34	-0.5	3.174418605	2.05934295571615	1
14284	55	0.5	3.083333333	1.11969467579684	0
14284	45	-0.5	3.346153846	2.69514392687097	0
14284	61	0.5	3.592592593	5.6124682878185	1
14284	31	0.5	3.29787234	2.44161995572267	0
14284	15	-0.5	3.494505495	2.12004097298268	0
14284	6	0.5	3.56043956	3.010546503971	1
14284	25	0.5	3.387096774	7.62470356993981	0
14284	12	-0.5	3.056818182	12.7456659053205	0
14284	24	-0.5	2.806451613	1.01867223832096	0
14284	60	0.5	3.266666667	4.99927661629908	1
14284	27	-0.5	3.540229885	1.77236886146011	0
14284	5	0.5	3.776595745	1.70690677487755	0
14284	59	-0.5	3.259259259	2.47235068582404	0
14284	52	0.5	3.4	3.51275125168559	1
14284	37	-0.5	3.071428571	5.27593165033795	0
14284	21	0.5	3.731707317	6.62229802944967	0
14284	57	-0.5	2.896551724	1.34552480411548	1
14284	8	-0.5	3.430232558	1.15181688493431	1
14284	33	0.5	3.739130435	2.25113531512898	0
14284	44	-0.5	3.125	3.67457003363961	0
14284	19	0.5	3.315217391	3.35788092607709	1
14284	26	0.5	3.081395349	1.42413260997182	0
14284	40	-0.5	3.563218391	1.91553295170024	1
14284	2	0.5	3.215053763	2.52489184834303	1
14284	14	-0.5	3.321428571	6.32907966060247	0
14284	50	0.5	3.392857143	1.11639028553645	0
14284	9	-0.5	4.010869565	4.95781166663937	1
14284	43	0.5	3	1.28302445235568	0
14284	39	0.5	3.75	1.33457505925298	1
14284	23	-0.5	3.436170213	3.01285669686149	0
14284	56	0.5	3.333333333	0.882317224775761	1
14284	51	-0.5	4.214285714	2.53662589342866	0
14284	30	0.5	3.780487805	1.9341912851628	1
14284	54	-0.5	3.703703704	0.968405844410427	0
14284	41	0.5	3.896551724	7.21379216275818	1
14284	1	-0.5	3.302083333	1.99687604182964	0
14284	11	0.5	3.112359551	0.971440083137622	0
14284	28	-0.5	3.068181818	0.811992079527499	0
14284	20	-0.5	3.80952381	1.48542025944471	1
14293	2	-0.5	3.215053763	8.43506768245425	1
14293	63	0.5	3	3.02808504073437	0
14293	11	0.5	3.112359551	7.65339921922168	0
14293	39	-0.5	3.75	2.71077801055253	1
14293	18	-0.5	3.209302326	8.63267270878168	0
14293	64	0.5	2.827586207	5.36594973938736	0
14293	14	-0.5	3.321428571	3.77225568898211	1
14293	35	-0.5	3.090909091	2.98646251575701	1
14293	37	0.5	3.071428571	5.13349109573755	1
14293	28	0.5	3.068181818	1.29584556058217	1
14293	49	-0.5	3.285714286	3.4230726192618	0
14293	15	-0.5	3.494505495	2.05054201582607	0
14293	24	0.5	2.806451613	3.58492618626406	1
14293	62	-0.5	2.825581395	3.39811016177009	1
14293	7	0.5	3.88172043	3.55024008665896	1
14293	10	-0.5	3.510869565	1.58838910194572	0
14293	4	-0.5	3.578313253	1.78417229031766	1
14293	23	0.5	3.436170213	2.81830617736341	0
14293	32	-0.5	3.488636364	0.838870136027253	1
14293	43	-0.5	3	4.43301840443564	0
14293	58	0.5	3.258064516	0.91253588719519	1
14293	26	0.5	3.081395349	1.01091348140289	1
14293	47	-0.5	3.269230769	4.03002208850194	1
14293	21	0.5	3.731707317	3.9031621783397	1
14293	33	-0.5	3.739130435	4.83925549299238	1
14293	59	0.5	3.259259259	0.468627506807024	1
14293	27	-0.5	3.540229885	1.96791605309591	1
14293	1	-0.5	3.302083333	2.6821977000418	1
14293	61	0.5	3.592592593	2.04452892428344	1
14293	56	0.5	3.333333333	1.67382148305478	1
14293	41	-0.5	3.896551724	13.8425287097543	1
14293	57	-0.5	2.896551724	3.22846106173165	1
14293	20	0.5	3.80952381	0.845759881558479	1
14293	46	0.5	3.541666667	0.829997987138995	1
14293	44	-0.5	3.125	2.65835125485864	1
14293	29	0.5	3.370786517	1.23264370769175	1
14293	13	-0.5	4.163043478	3.25485900702552	1
14293	51	0.5	4.214285714	0.397125250283352	1
14293	19	0.5	3.315217391	2.33246208670062	1
14293	16	-0.5	3.359550562	5.18062482122696	0
14293	40	-0.5	3.563218391	2.07707735213444	1
14293	5	0.5	3.776595745	1.76434660144332	1
14293	55	0.5	3.083333333	3.39766852414868	1
14293	22	-0.5	3.313953488	4.55774262922023	0
14293	50	0.5	3.392857143	1.31122143591165	1
14293	48	0.5	3.130434783	1.17151993527114	1
14293	53	-0.5	3.15	1.35079203436726	1
14293	60	-0.5	3.266666667	1.26813859343383	1
14293	17	0.5	3.95505618	0.649496321231709	1
14293	6	-0.5	3.56043956	1.10881103471729	1
14293	9	0.5	4.010869565	1.05821969054887	1
14293	36	0.5	3.701149425	1.17753335787711	1
14293	31	-0.5	3.29787234	15.8882289338198	1
14293	42	0.5	3.582417582	0.750178442785909	1
14293	30	0.5	3.780487805	0.917481963704631	1
14293	34	-0.5	3.174418605	2.04792827593155	0
14293	52	0.5	3.4	1.17842292330897	1
14293	38	-0.5	3.390804598	1.85268670611185	1
14293	3	-0.5	4.054945055	1.06807277817279	1
14293	45	0.5	3.346153846	0.775258758594646	1
14463	1	0.5	3.302083333	2.91597606533469	1
14463	18	-0.5	3.209302326	2.38923065819472	1
14463	24	0.5	2.806451613	1.73943075380885	1
14463	4	-0.5	3.578313253	2.0977505465853	1
14463	33	0.5	3.739130435	3.46906596004192	1
14463	53	0.5	3.15	3.61319041924435	0
14463	2	-0.5	3.215053763	5.02358771034415	0
14463	7	0.5	3.88172043	7.17470128016066	0
14463	14	-0.5	3.321428571	2.75812532527198	0
14463	22	0.5	3.313953488	0.87756989110494	1
14463	59	-0.5	3.259259259	5.60477110836655	0
14463	40	0.5	3.563218391	3.18316362947735	1
14463	50	-0.5	3.392857143	3.15422624178973	0
14463	58	0.5	3.258064516	7.38553961588696	0
14463	54	-0.5	3.703703704	3.27683810530289	1
14463	28	-0.5	3.068181818	5.26801886804969	1
14463	16	0.5	3.359550562	2.73921258205519	0
14463	27	-0.5	3.540229885	3.97451263939729	0
14463	12	0.5	3.056818182	2.60995326688135	1
14463	43	0.5	3	1.58612752089175	1
14463	29	-0.5	3.370786517	5.94233180911033	1
14463	38	0.5	3.390804598	5.59347219518531	0
14463	3	0.5	4.054945055	2.0926895578159	0
14463	32	-0.5	3.488636364	2.13427395485996	1
14463	62	-0.5	2.825581395	1.03751428545002	1
14463	47	0.5	3.269230769	2.0598975817702	1
14463	55	-0.5	3.083333333	5.36000292661629	1
14463	5	0.5	3.776595745	1.41321961917129	1
14463	35	0.5	3.090909091	1.20951970431997	1
14463	23	-0.5	3.436170213	1.03079764122958	0
14463	46	-0.5	3.541666667	0.73135078442283	0
14463	64	0.5	2.827586207	3.05673955391103	0
14463	51	-0.5	4.214285714	2.96731793749132	0
14463	10	-0.5	3.510869565	1.25874209913673	1
14463	60	0.5	3.266666667	0.910091718211334	1
14463	8	-0.5	3.430232558	0.594528954272391	0
14463	26	0.5	3.081395349	0.627988357111462	1
14463	41	-0.5	3.896551724	0.569335910342488	0
14463	15	0.5	3.494505495	0.634907281972119	1
14463	21	0.5	3.731707317	0.652448423403257	1
14463	52	-0.5	3.4	0.96765562366636	0
14463	36	0.5	3.701149425	1.17913556312124	1
14463	11	0.5	3.112359551	0.572522740847489	1
14463	42	-0.5	3.582417582	1.82084026914163	0
14463	57	0.5	2.896551724	2.25338977327556	1
14463	9	-0.5	4.010869565	3.57763107189749	0
14463	19	-0.5	3.315217391	1.45703572454659	0
14463	17	0.5	3.95505618	1.39159214396568	1
14463	20	-0.5	3.80952381	1.03188585148018	0
14463	13	0.5	4.163043478	1.12849919021392	1
14463	45	-0.5	3.346153846	0.816755590691173	0
14463	31	0.5	3.29787234	3.316289120281	1
14463	34	0.5	3.174418605	1.42361042139237	0
14463	56	-0.5	3.333333333	1.66412541267346	0
14463	44	0.5	3.125	0.903706138869893	1
14463	30	-0.5	3.780487805	1.49696082443188	0
14463	37	-0.5	3.071428571	1.79344862336438	0
14463	6	0.5	3.56043956	0.64408969739452	1
14463	25	-0.5	3.387096774	2.36434649779403	0
14463	61	-0.5	3.592592593	5.44363786005124	1
14508	13	0.5	4.163043478	5.45558963316671	1
14508	52	-0.5	3.4	3.69669226460246	0
14508	12	-0.5	3.056818182	1.02832756618318	0
14508	43	0.5	3	1.02774058815703	1
14508	33	-0.5	3.739130435	2.10310187925643	1
14508	58	-0.5	3.258064516	2.17631224185243	0
